host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified
2494204,2012-05-29,"New York, New York, United States",within an hour,1.0,0.98,t,2.0,t,f
2494666,2012-05-29,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2495677,2012-05-29,"New York, New York, United States",within an hour,1.0,0.97,f,4.0,t,t
2496299,2012-05-29,"Brooklyn, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2496897,2012-05-29,"New York, New York, United States",within a few hours,1.0,0.0,f,1.0,t,t
2498007,2012-05-30,"Austin, Texas, United States",within a day,0.7,0.25,f,1.0,t,t
2518984,2012-06-01,"New York, New York, United States",within a day,1.0,0.75,t,2.0,t,t
2521127,2012-06-01,"Atlanta, Georgia, United States",within an hour,1.0,0.96,t,3.0,t,t
2521513,2012-06-01,"New York, New York, United States",within a day,1.0,0.0,f,1.0,t,t
2522815,2012-06-01,"Brooklyn, NY",within an hour,1.0,0.89,t,2.0,t,t
2522854,2012-06-01,"New York, New York, United States",within a few hours,1.0,0.69,t,1.0,t,t
2530122,2012-06-02,"New York, New York, United States",within an hour,0.88,0.83,t,0.0,t,t
2530670,2012-06-03,"New York, New York, United States",within a few hours,1.0,0.89,t,1.0,t,t
2536060,2012-06-03,"New York, New York, United States",within a few hours,1.0,1.0,f,2.0,t,f
2543955,2012-06-04,"Barcelona, CataluÃÂ±a, Spain",within a day,0.8,0.5,f,0.0,t,t
2544216,2012-06-04,"New York, New York, United States",a few days or more,0.33,0.89,f,1.0,t,f
2548258,2012-06-04,"Los Angeles, California, United States",within a few hours,1.0,0.78,f,1.0,t,t
2558534,2012-06-05,"New York, New York, United States",within a day,1.0,1.0,f,1.0,t,t
2558779,2012-06-05,"New York, New York, United States",within a day,1.0,0.87,t,1.0,t,t
2559697,2012-06-06,"New York, New York, United States",within an hour,1.0,0.8,t,1.0,t,t
2566034,2012-06-06,"New York, New York, United States",within an hour,1.0,0.5,f,1.0,t,t
2568690,2012-06-06,"New York, New York, United States",within an hour,1.0,0.0,f,1.0,t,t
2572253,2012-06-07,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2574856,2012-06-07,"New York, New York, United States",within a few hours,0.8,1.0,f,3.0,t,t
2575895,2012-06-07,"Brooklyn, New York, United States",within a day,0.9,0.71,f,1.0,t,t
2587680,2012-06-09,"New York, New York, United States",within a day,1.0,0.88,f,1.0,t,t
2588147,2012-06-09,"New York, New York, United States",within a day,1.0,0.33,f,2.0,t,f
2590864,2012-06-09,"New York, New York, United States",within an hour,1.0,0.71,f,1.0,t,t
2597895,2012-06-10,US,within a day,1.0,0.63,t,1.0,t,t
2598539,2012-06-10,"New York, New York, United States",within an hour,1.0,0.95,t,1.0,t,t
2598844,2012-06-10,"New York, New York, United States",within an hour,1.0,1.0,f,6.0,t,t
2605064,2012-06-11,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2609535,2012-06-11,"New York, New York, United States",within an hour,1.0,0.88,f,1.0,t,t
2610288,2012-06-11,"New York, New York, United States",within an hour,1.0,0.97,f,1.0,t,t
2610741,2012-06-11,"New York, New York, United States",within an hour,1.0,0.0,t,1.0,t,f
2617850,2012-06-12,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2620162,2012-06-12,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2623620,2012-06-12,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2628810,2012-06-13,"Brooklyn, New York, United States",within a day,1.0,0.25,f,1.0,t,t
2629017,2012-06-13,"New York, New York, United States",within a few hours,1.0,0.81,t,1.0,t,t
2635819,2012-06-14,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,f
2637408,2012-06-14,"New York, New York, United States",within an hour,1.0,0.94,t,2.0,t,t
2640773,2012-06-14,"New York, New York, United States",within an hour,1.0,0.59,t,2.0,t,t
2644519,2012-06-15,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
2646237,2012-06-15,"Brooklyn, New York, United States",within an hour,1.0,0.91,t,1.0,t,f
2647893,2012-06-15,US,within an hour,1.0,1.0,f,1.0,t,f
2648088,2012-06-15,"New York, New York, United States",within a day,0.95,0.62,f,2.0,t,t
2653156,2012-06-16,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,t
2653479,2012-06-16,"New York, New York, United States",a few days or more,0.38,0.78,f,5.0,t,t
2653648,2012-06-16,"New York, New York, United States",within an hour,1.0,0.98,t,2.0,t,t
2660650,2012-06-17,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2671491,2012-06-18,"New York, New York, United States",within a few hours,1.0,1.0,f,2.0,t,t
2673168,2012-06-18,"New York, New York, United States",within an hour,1.0,0.33,f,1.0,t,t
2675998,2012-06-18,"New York, New York, United States",within a few hours,0.8,0.64,t,2.0,t,t
2678122,2012-06-19,"New York, New York, United States",within a day,0.8,0.62,f,3.0,t,t
2680820,2012-06-19,"Queens, New York, United States",within an hour,1.0,0.91,t,3.0,t,t
2687071,2012-06-19,"New York, New York, United States",within an hour,1.0,0.78,f,1.0,t,t
2694183,2012-06-20,"New York, New York, United States",within a day,0.8,0.05,f,2.0,t,t
2695451,2012-06-20,"New York, New York, United States",within an hour,1.0,0.99,f,2.0,t,f
2714164,2012-06-22,"New York, New York, United States",within a day,1.0,0.5,f,2.0,t,f
2716583,2012-06-22,"New York, New York, United States",within a few hours,1.0,0.8,t,1.0,t,f
2723138,2012-06-23,"Brooklyn, New York, United States",within an hour,1.0,0.5,f,0.0,t,t
2723812,2012-06-23,"New York, New York, United States",within a day,1.0,0.5,f,1.0,t,t
2727975,2012-06-24,"Brooklyn, New York, United States",within an hour,1.0,0.81,t,1.0,t,f
2737711,2012-06-25,"New York, New York, United States",within an hour,1.0,0.95,t,0.0,t,t
2738309,2012-06-25,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2742979,2012-06-25,"New York, New York, United States",within an hour,1.0,0.71,f,2.0,t,f
2749534,2012-06-26,"Los Angeles, California, United States",within an hour,1.0,0.17,f,4.0,t,t
2753256,2012-06-26,"New York, New York, United States",within a few hours,1.0,0.15,t,1.0,t,t
2772230,2012-06-28,"New York, New York, United States",within an hour,1.0,0.99,f,0.0,t,t
2775107,2012-06-28,"Oakland, California, United States",within a few hours,1.0,0.86,t,1.0,t,t
2775674,2012-06-28,"New York, New York, United States",within an hour,1.0,0.71,t,1.0,t,t
2775685,2012-06-28,"New York, New York, United States",within a day,0.6,0.58,f,1.0,t,t
2777672,2012-06-29,"New York, New York, United States",within an hour,1.0,1.0,f,3.0,t,t
2788262,2012-06-30,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,t
2789268,2012-06-30,"New York, New York, United States",within a day,0.6,0.76,f,2.0,t,t
2789557,2012-06-30,"New York, New York, United States",within a day,0.5,1.0,f,1.0,t,t
2800064,2012-07-01,"New York, New York, United States",within a few hours,1.0,1.0,t,2.0,t,t
2801328,2012-07-01,"New York, New York, United States",within an hour,1.0,0.92,t,2.0,t,t
2802223,2012-07-02,"New York, New York, United States",within an hour,1.0,0.75,t,3.0,t,t
2805766,2012-07-02,"New York, New York, United States",within a few hours,1.0,1.0,t,1.0,t,t
2806561,2012-07-02,"New York, New York, United States",within an hour,1.0,0.93,t,1.0,t,t
2807798,2012-07-02,"New York, New York, United States",within an hour,1.0,0.96,t,2.0,t,t
2807987,2012-07-02,"New York, New York, United States",within a day,1.0,0.67,f,0.0,t,t
2808153,2012-07-02,"New York, New York, United States",within a few hours,1.0,0.0,t,2.0,t,t
2811458,2012-07-02,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2828813,2012-07-04,"New York, New York, United States",within a day,0.67,0.83,t,1.0,t,t
2831384,2012-07-04,"New York, New York, United States",within a few hours,1.0,0.78,t,1.0,t,t
2834840,2012-07-05,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,t
2841152,2012-07-05,"New York, New York, United States",a few days or more,0.0,0.69,t,1.0,t,t
2841374,2012-07-05,"Brooklyn, New York, United States",within a day,0.83,0.6,f,1.0,t,t
2843998,2012-07-05,"New York, New York, United States",within a few hours,1.0,0.43,f,2.0,t,f
2874587,2012-07-09,"New York, New York, United States",within a few hours,1.0,0.33,f,1.0,t,t
2877657,2012-07-09,"New York, New York, United States",a few days or more,0.0,0.5,f,1.0,t,t
2878399,2012-07-09,"Brooklyn, New York, United States",within an hour,1.0,0.81,t,1.0,t,t
2887664,2012-07-10,"Brooklyn, New York, United States",within a few hours,1.0,0.38,f,1.0,t,t
2898368,2012-07-10,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
2899508,2012-07-11,"New York, New York, United States",within an hour,1.0,0.63,t,2.0,t,t
2903063,2012-07-11,"Brooklyn, New York, United States",within an hour,1.0,0.96,t,1.0,t,t
2908180,2012-07-11,"New York, New York, United States",within an hour,1.0,0.82,t,1.0,t,t
2917387,2012-07-12,"New York, New York, United States",within a day,1.0,0.56,f,1.0,t,t
2928681,2012-07-13,"New York, New York, United States",within an hour,1.0,0.71,f,1.0,t,t
2928701,2012-07-13,"New York, New York, United States",within an hour,1.0,1.0,f,2.0,t,f
2930761,2012-07-14,"New York, New York, United States",within an hour,1.0,0.93,f,7.0,t,t
2935265,2012-07-14,"New York, New York, United States",within an hour,1.0,0.83,t,3.0,t,t
2948064,2012-07-15,"New York, New York, United States",within an hour,1.0,1.0,t,2.0,t,t
2949021,2012-07-15,"New York, New York, United States",within a few hours,1.0,1.0,f,0.0,t,t
2954749,2012-07-16,"New York, New York, United States",a few days or more,0.33,0.17,f,1.0,t,t
2955215,2012-07-16,"New York, New York, United States",within a few hours,1.0,0.98,t,3.0,t,t
2959060,2012-07-16,"New York, New York, United States",within an hour,1.0,0.5,t,1.0,t,t
2960351,2012-07-16,"New York, New York, United States",within a day,1.0,1.0,f,1.0,t,f
2974873,2012-07-18,"New York, New York, United States",within a day,0.7,1.0,t,2.0,t,t
2978784,2012-07-18,"New York, New York, United States",within a few hours,1.0,1.0,f,2.0,t,f
2983089,2012-07-18,"New York, New York, United States",within a few hours,1.0,1.0,t,1.0,t,t
2987524,2012-07-19,"New York, New York, United States",a few days or more,0.38,0.0,f,0.0,t,f
2991287,2012-07-19,"New York, New York, United States",a few days or more,0.0,0.75,f,3.0,t,t
2992287,2012-07-19,"New York, New York, United States",within a few hours,0.63,0.92,f,1.0,t,t
2994152,2012-07-19,"New York, New York, United States",within an hour,0.9,0.63,f,1.0,t,t
3002017,2012-07-20,"New York, New York, United States",within an hour,1.0,0.7,t,1.0,t,t
3002077,2012-07-20,"New York, New York, United States",within a few hours,1.0,0.4,f,2.0,t,f
3002665,2012-07-20,"New York, New York, United States",within a day,0.5,0.25,f,3.0,t,t
3003533,2012-07-20,"New York, New York, United States",within an hour,1.0,0.0,f,1.0,t,t
3011547,2012-07-21,"Brooklyn, New York, United States",within a few hours,0.9,0.7,f,3.0,t,t
3020145,2012-07-22,"New York, New York, United States",within a day,1.0,1.0,f,1.0,t,t
3033622,2012-07-23,"New York, New York, United States",within a few hours,0.83,0.48,f,1.0,t,t
3034786,2012-07-23,"New York, New York, United States",within an hour,1.0,0.91,f,0.0,t,t
3035426,2012-07-24,"New York, New York, United States",a few days or more,0.36,0.53,f,1.0,t,t
3038687,2012-07-24,"New York, New York, United States",within a few hours,0.6,0.67,f,8.0,t,t
3042136,2012-07-24,"Brooklyn, New York, United States",within an hour,1.0,0.94,t,3.0,t,t
3052833,2012-07-25,"New York, New York, United States",within an hour,1.0,0.83,f,1.0,t,f
3056690,2012-07-25,"New York, New York, United States",within a few hours,0.9,0.83,f,1.0,t,t
3068092,2012-07-26,"New York, New York, United States",within a few hours,0.89,0.89,f,0.0,t,t
3072696,2012-07-27,"New York, New York, United States",within an hour,1.0,1.0,f,3.0,t,t
3075944,2012-07-27,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3081990,2012-07-28,"New York, New York, United States",within a day,0.67,0.81,f,1.0,t,t
3086826,2012-07-28,"New York, New York, United States",within an hour,1.0,0.95,t,1.0,t,f
3093378,2012-07-29,"New York, New York, United States",within an hour,1.0,0.0,f,1.0,t,t
3094662,2012-07-29,"New York, New York, United States",within a day,1.0,0.8,f,1.0,t,t
3096525,2012-07-29,"New York, New York, United States",within a day,1.0,0.88,f,1.0,t,t
3097033,2012-07-30,"New York, New York, United States",within an hour,1.0,1.0,t,2.0,t,f
3103656,2012-07-30,"New York, New York, United States",within a day,0.5,0.0,t,3.0,t,t
3106679,2012-07-30,"New York, New York, United States",within a few hours,0.8,0.85,t,2.0,t,f
3113316,2012-07-31,"New York, New York, United States",a few days or more,0.43,0.67,f,0.0,t,t
3114411,2012-07-31,"New York, New York, United States",within a day,1.0,0.0,f,1.0,t,t
3115626,2012-07-31,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3116204,2012-07-31,"Brooklyn, New York, United States",within a day,1.0,1.0,f,1.0,t,t
3116461,2012-07-31,"New York, New York, United States",within a few hours,1.0,0.65,f,1.0,t,t
3120671,2012-07-31,"New York, New York, United States",within a day,0.5,1.0,t,1.0,t,t
3125234,2012-08-01,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,f
3129460,2012-08-01,"New York, New York, United States",within a day,0.67,1.0,f,1.0,t,t
3130534,2012-08-01,"New York, New York, United States",within an hour,0.9,0.56,f,0.0,t,f
3136103,2012-08-02,"Brooklyn, New York, United States",within a day,1.0,1.0,f,2.0,t,f
3139958,2012-08-02,"New York, New York, United States",within an hour,1.0,0.0,f,1.0,t,t
3156480,2012-08-04,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3156684,2012-08-04,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3158364,2012-08-04,"New York, New York, United States",within an hour,1.0,0.88,f,3.0,t,t
3159197,2012-08-04,"New York, New York, United States",within an hour,1.0,1.0,t,2.0,t,t
3165356,2012-08-05,"Pittsford, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3166183,2015-12-28,"Brooklyn, New York, United States",within an hour,1.0,1.0,f,1.0,t,f
3166393,2012-08-05,"New York, New York, United States",within a few hours,0.93,0.47,f,1.0,t,t
3168812,2012-08-05,"New York, New York, United States",within a few hours,0.91,0.95,f,1.0,t,t
3173147,2012-08-06,"New York, New York, United States",within an hour,1.0,0.5,t,2.0,t,t
3173210,2012-08-06,"New York, New York, United States",within a few hours,0.67,0.4,t,0.0,t,t
3178090,2012-08-06,"Austin, Texas, United States",within an hour,1.0,1.0,f,0.0,t,f
3179866,2012-08-06,"New York, New York, United States",within a few hours,0.93,0.97,f,4.0,t,t
3179895,2012-08-06,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3180741,2012-08-07,BROOKLYN,within a day,1.0,0.5,f,2.0,t,t
3187466,2012-08-07,"New York, New York, United States",within a few hours,1.0,0.89,t,0.0,t,t
3191371,2012-08-07,"New York, New York, United States",within an hour,1.0,0.87,t,3.0,t,t
3199395,2012-08-08,"New York, New York, United States",within a few hours,1.0,0.69,t,1.0,t,t
3202210,2012-08-08,"New York, New York, United States",within an hour,1.0,1.0,f,0.0,t,t
3203693,2012-08-09,"New York, New York, United States",within an hour,1.0,0.8,t,1.0,t,t
3211592,2012-08-09,"New York, New York, United States",within a few hours,1.0,0.82,f,1.0,t,t
3218951,2012-08-10,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,f
3223938,2012-08-11,"New York, New York, United States",within a day,0.93,0.45,t,26.0,t,t
3233986,2012-08-12,"New York, New York, United States",within a few hours,1.0,0.82,t,2.0,t,t
3236595,2012-08-12,"New York, New York, United States",within an hour,1.0,0.91,f,4.0,t,t
3245431,2012-08-13,"New York, New York, United States",within an hour,1.0,1.0,t,2.0,t,t
3247979,2012-08-13,"New York, New York, United States",within a day,1.0,0.83,t,1.0,t,t
3250169,2012-08-13,"Brooklyn, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3250450,2012-08-13,"New York, New York, United States",within an hour,1.0,0.43,f,18.0,t,f
3250725,2012-08-13,"San Francisco, California, United States",within a few hours,1.0,0.13,f,6.0,t,t
3256433,2012-08-14,"New York, New York, United States",within a day,1.0,0.5,f,5.0,t,t
3259274,2012-08-14,"New York, New York, United States",within an hour,1.0,1.0,f,2.0,t,f
3261533,2012-08-14,"New York, New York, United States",within a day,1.0,1.0,t,1.0,t,t
3262095,2012-08-14,"Greenwich, Connecticut, United States",within an hour,1.0,0.5,f,0.0,t,t
3272526,2012-08-15,"New York, New York, United States",within a few hours,1.0,0.87,t,1.0,t,t
3273275,2012-08-15,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3279858,2012-08-16,"New York, New York, United States",within a few hours,1.0,0.92,t,0.0,t,f
3299151,2012-08-18,"New York, New York, United States",within an hour,1.0,1.0,f,0.0,t,t
3307004,2012-08-19,"New York, New York, United States",within an hour,1.0,0.95,f,3.0,t,t
3311928,2012-08-19,"New York, New York, United States",within a day,1.0,0.4,f,0.0,t,t
3312111,2012-08-19,"New York, New York, United States",within a few hours,1.0,0.63,f,1.0,t,t
3315563,2012-08-20,"New York, New York, United States",within an hour,1.0,0.96,f,2.0,t,t
3319410,2012-08-20,"New York, New York, United States",within a few hours,1.0,1.0,t,2.0,t,t
3321346,2012-08-20,"New York, New York, United States",within a few hours,0.75,0.8,f,1.0,t,t
3331710,2012-08-21,"New York, New York, United States",within a day,0.9,0.75,f,1.0,t,t
3338222,2012-08-22,"New York, New York, United States",within a day,0.5,0.8,f,1.0,t,t
3339701,2012-08-22,"New York, New York, United States",within an hour,1.0,0.85,f,4.0,t,t
3344231,2012-08-22,"New York, New York, United States",within a day,0.57,0.83,f,1.0,t,t
3351317,2012-08-23,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,t
3363720,2012-08-24,"New York, New York, United States",within a few hours,1.0,0.0,f,4.0,t,t
3363749,2012-08-24,"New York, New York, United States",within a day,1.0,1.0,t,3.0,t,t
3370169,2012-08-25,"New York, New York, United States",within an hour,1.0,0.91,f,1.0,t,t
3370705,2012-08-25,"New York, New York, United States",within an hour,1.0,0.97,f,2.0,t,t
3371859,2012-08-25,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,f
3375455,2012-08-26,"New York, New York, United States",within a few hours,1.0,0.84,f,2.0,t,f
3388542,2012-08-27,"Los Angeles, California, United States",within an hour,1.0,1.0,f,1.0,t,t
3388950,2012-08-27,"New York, New York, United States",within an hour,1.0,0.93,f,7.0,t,f
3389163,2012-08-27,"Plainfield, New Jersey, United States",within an hour,1.0,1.0,t,1.0,t,f
3390947,2012-08-27,"New York, New York, United States",within a few hours,1.0,0.81,t,1.0,t,t
3393434,2012-08-27,St thomas Virgin Islands,within a few hours,1.0,0.81,f,4.0,t,f
3398280,2012-08-28,"New York, New York, United States",within an hour,1.0,0.5,t,1.0,t,t
3401286,2012-08-28,"New York, New York, United States",within a few hours,1.0,0.75,f,1.0,t,t
3407346,2012-08-29,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3412684,2012-08-29,"New York, New York, United States",within a day,0.75,0.43,f,1.0,t,t
3413015,2012-08-29,"Brooklyn, New York, United States",within a day,1.0,0.6,f,1.0,t,f
3414140,2012-08-29,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3419446,2012-08-30,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3432431,2012-08-31,"Brooklyn, New York, United States",within a day,0.75,0.3,f,2.0,t,f
3432742,2012-08-31,"New York, New York, United States",within a few hours,1.0,0.4,f,1.0,t,t
3436710,2012-08-31,"New York, New York, United States",within a few hours,1.0,0.71,t,4.0,t,t
3440653,2012-09-01,"Brooklyn, New York, United States",a few days or more,0.3,0.94,f,1.0,t,t
3447539,2012-09-02,"New York, New York, United States",within a day,1.0,1.0,t,2.0,t,t
3463177,2012-09-03,"New York, New York, United States",within an hour,1.0,0.93,f,1.0,t,t
3467798,2012-09-04,"New York, New York, United States",within an hour,1.0,0.75,t,4.0,t,t
3471761,2012-09-04,"New York, New York, United States",within an hour,1.0,0.79,t,2.0,t,t
3472283,2012-09-04,"New York, New York, United States",within an hour,1.0,0.78,t,2.0,t,t
3475005,2012-09-04,"New York, New York, United States",within an hour,1.0,0.91,t,2.0,t,t
3480784,2012-09-05,"New York, New York, United States",within an hour,1.0,0.97,f,1.0,t,t
3483450,2012-09-05,"New York, New York, United States",within a day,0.88,0.7,t,4.0,t,t
3491890,2012-09-06,"Queens, New York, United States",within a few hours,1.0,0.47,t,7.0,t,t
3494371,2012-09-06,"New York, New York, United States",within an hour,0.93,0.83,t,1.0,t,t
3526617,2012-09-10,"New York, New York, United States",within a day,0.78,0.26,f,1.0,t,t
3527385,2012-09-10,"Boston, Massachusetts, United States",within a few hours,0.86,1.0,f,1.0,t,t
3530446,2012-09-10,"Brooklyn, New York, United States",within an hour,1.0,1.0,t,3.0,t,t
3532263,2012-09-10,"New York, New York, United States",within an hour,1.0,1.0,f,6.0,t,t
3532592,2012-09-11,"New York, New York, United States",within an hour,0.9,1.0,f,1.0,t,t
3538661,2012-09-11,"New York, New York, United States",within an hour,1.0,0.59,t,6.0,t,t
3547817,2012-09-12,"New York, New York, United States",a few days or more,0.0,1.0,t,1.0,t,t
3562322,2012-09-13,"New York, New York, United States",within an hour,1.0,0.85,t,0.0,t,t
3577509,2012-09-15,"New York, New York, United States",within a few hours,1.0,0.55,t,2.0,t,t
3583662,2012-09-16,"Brooklyn, New York, United States",within an hour,1.0,0.96,t,0.0,t,f
3592883,2012-09-17,"New York, New York, United States",within a few hours,1.0,1.0,f,0.0,t,t
3595395,2012-09-17,"New York, New York, United States",within a day,1.0,0.82,f,2.0,t,t
3599579,2012-09-17,BROOKLYN,within a few hours,1.0,0.71,f,1.0,t,t
3603806,2012-09-18,"New York, New York, United States",a few days or more,0.33,0.46,f,2.0,t,t
3605048,2012-09-18,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,t
3606458,2012-09-18,"New York, New York, United States",within a few hours,1.0,1.0,f,2.0,t,t
3607695,2012-09-18,"New York, New York, United States",within a day,0.6,1.0,f,1.0,t,t
3621183,2012-09-19,US,within a day,0.9,1.0,t,3.0,t,f
3624487,2012-09-20,"New York, New York, United States",within a day,1.0,0.66,t,1.0,t,t
3636235,2012-09-21,"Los Angeles, California, United States",within an hour,1.0,0.73,t,3.0,t,t
3639678,2012-09-22,"New York, New York, United States",a few days or more,1.0,0.88,f,1.0,t,t
3641595,2012-09-22,"New York, New York, United States",within an hour,1.0,0.97,t,1.0,t,t
3660702,2012-09-24,"New York, New York, United States",a few days or more,0.1,1.0,f,0.0,t,t
3662048,2012-09-24,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3662459,2012-09-24,"Los Angeles, California, United States",within a day,1.0,0.2,f,3.0,t,t
3666608,2012-09-24,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,f
3672774,2012-09-25,"New York, New York, United States",within an hour,1.0,0.86,t,2.0,t,t
3675377,2012-09-25,"New York, New York, United States",a few days or more,0.0,0.0,f,0.0,t,t
3675389,2012-09-25,"New York, New York, United States",within a day,1.0,0.75,f,1.0,t,t
3684360,2012-09-26,"New York, New York, United States",within an hour,1.0,1.0,f,3.0,t,t
3695529,2012-09-27,"New York, New York, United States",within a few hours,0.9,0.7,t,2.0,t,t
3696506,2012-09-27,"New York, New York, United States",within a few hours,0.9,0.67,f,0.0,t,t
3709510,2012-09-29,"New York, New York, United States",within a few hours,1.0,0.5,t,3.0,t,t
3716641,2012-09-30,"New York, New York, United States",within a day,1.0,0.7,f,8.0,t,t
3718821,2012-09-30,"New York, New York, United States",within a day,1.0,1.0,t,0.0,t,t
3731024,2012-10-01,"Brooklyn, New York, United States",within an hour,1.0,1.0,f,0.0,t,t
3740730,2012-10-02,"New York, New York, United States",within an hour,1.0,1.0,t,0.0,t,t
3744921,2012-10-03,"Queens, New York, United States",within a few hours,1.0,0.33,f,0.0,t,t
3750905,2012-10-03,"New York, New York, United States",a few days or more,0.33,1.0,t,0.0,t,f
3752523,2012-10-04,"New York, New York, United States",within an hour,1.0,0.73,t,0.0,t,t
3757699,2012-10-04,"Brooklyn, New York, United States",within a few hours,1.0,0.79,t,2.0,t,t
3759052,2012-10-04,"New York, New York, United States",a few days or more,0.0,0.0,f,0.0,t,t
3765042,2012-10-05,London,within a day,0.5,0.95,f,0.0,t,t
3769020,2012-10-05,"New York, New York, United States",within an hour,1.0,1.0,f,1.0,t,f
3775799,2012-10-06,"New York, New York, United States",within a day,0.5,0.0,f,0.0,t,f
3788789,2012-10-07,"New York, New York, United States",within a day,0.89,0.7,f,0.0,t,t
3789165,2012-10-07,"New York, New York, United States",within a few hours,1.0,0.0,f,0.0,t,t
3793026,2012-10-07,"New York, New York, United States",within an hour,1.0,0.6,f,0.0,t,f
3793540,2012-10-07,"New York, New York, United States",within a few hours,1.0,1.0,f,0.0,t,t
3803638,2012-10-08,"New York, New York, United States",within an hour,1.0,0.92,t,0.0,t,t
3805240,2012-10-08,"New York, New York, United States",within a few hours,1.0,0.0,f,0.0,t,t
3806282,2012-10-08,"New York, New York, United States",within an hour,1.0,0.82,t,0.0,t,t
3811358,2012-10-09,"New York, New York, United States",within a day,1.0,0.47,f,0.0,t,f
3820014,2012-10-09,"New York, New York, United States",within a few hours,0.9,1.0,t,2.0,t,f
3841446,2012-10-11,"New York, New York, United States",within an hour,1.0,1.0,t,4.0,t,t
3842134,2012-10-11,"Brooklyn, New York, United States",within a day,0.75,0.29,f,3.0,t,f
3849025,2012-10-12,"Brooklyn, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3850172,2012-10-12,"New York, New York, United States",within an hour,1.0,0.74,f,0.0,t,t
3855454,2012-10-13,"New York, New York, United States",within an hour,0.78,0.77,f,2.0,t,t
3865502,2012-10-14,"New York, New York, United States",a few days or more,0.0,0.0,f,1.0,t,t
3868692,2012-10-14,"New York, New York, United States",within a day,1.0,0.56,t,2.0,t,t
3876092,2012-10-15,"New York, New York, United States",within a few hours,1.0,0.0,f,1.0,t,t
3882661,2012-10-15,"New York, New York, United States",within a few hours,0.9,0.5,f,3.0,t,t
3882708,2012-10-15,"New York, New York, United States",within a few hours,1.0,0.0,f,1.0,t,t
3883685,2012-10-15,"New York, New York, United States",within a few hours,1.0,1.0,f,1.0,t,t
3889408,2012-10-16,"New York, New York, United States",within an hour,1.0,0.84,t,1.0,t,t
3894475,2012-10-16,"New York, New York, United States",within an hour,1.0,0.5,f,4.0,t,t
3894843,2012-10-16,"New York, New York, United States",within an hour,1.0,0.98,t,2.0,t,t
3895748,2012-10-17,"New York, New York, United States",within an hour,1.0,0.93,f,1.0,t,t
3896863,2012-10-17,"Seattle, Washington, United States",within a few hours,1.0,0.97,t,2.0,t,t
3898812,2012-10-17,"New York, New York, United States",within an hour,1.0,0.97,t,3.0,t,t
3900093,2012-10-17,"New York, New York, United States",within a day,1.0,0.0,f,1.0,t,t
3900540,2012-10-17,"Brooklyn, New York, United States",within an hour,1.0,0.36,t,1.0,t,t
3900965,2012-10-17,"New York, New York, United States",a few days or more,0.0,0.0,f,1.0,t,t
3905466,2012-10-17,"New York, New York, United States",within an hour,1.0,0.67,f,3.0,t,f
3906249,2012-10-17,"New York, New York, United States",within an hour,1.0,0.94,t,1.0,t,t
3913087,2012-10-18,"Brooklyn, New York, United States",within an hour,1.0,1.0,t,1.0,t,t
3917497,2012-10-19,"New York, New York, United States",a few days or more,0.0,0.0,t,1.0,t,f
3920522,2012-10-19,"New York, New York, United States",within a few hours,0.8,0.4,f,1.0,t,f
